slno,idx,audio_filepath,person,sex,start_sample,end_sample,start_second,end_second,duration_second,vowel_type
5651,10967,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/MPCS0/SI1989.WAV,MPCS0,M,25107,27362,1.5691875,1.710125,0.1409375,ux
5652,34707,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MTJG0/SX170.WAV,MTJG0,M,58600,60898,3.6625,3.806125,0.143625,ux
5653,24903,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MRWS0/SX202.WAV,MRWS0,M,14360,15200,0.8975,0.95,0.0525,ux
5654,49777,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MLBC0/SA1.WAV,MLBC0,M,20469,22276,1.2793125,1.39225,0.1129375,ux
5655,48041,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MGXP0/SA1.WAV,MGXP0,M,21720,24360,1.3575,1.5225,0.165,ux
5656,40852,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MJKR0/SI571.WAV,MJKR0,M,56153,57240,3.5095625,3.5775,0.0679375,ux
5657,15760,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/MCMJ0/SX284.WAV,MCMJ0,M,18798,19960,1.174875,1.2475,0.072625,ux
5658,38446,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MCDD0/SX433.WAV,MCDD0,M,18210,18600,1.138125,1.1625,0.024375,ux
5659,18108,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/MERS0/SX209.WAV,MERS0,M,21096,21932,1.3185,1.37075,0.05225,ux
5660,64815,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MMDB0/SX87.WAV,MMDB0,M,26776,28200,1.6735,1.7625,0.089,ux
5661,7290,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MRTK0/SX193.WAV,MRTK0,M,25960,27560,1.6225,1.7225,0.1,ux
5662,9838,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/MBNS0/SA2.WAV,MBNS0,M,15958,16697,0.997375,1.0435625,0.0461875,ux
5663,3639,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MPDF0/SA1.WAV,MPDF0,M,18250,20040,1.140625,1.2525,0.111875,ux
5664,74443,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MTER0/SA2.WAV,MTER0,M,13400,14200,0.8375,0.8875,0.05,ux
5665,15143,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MSFH1/SA1.WAV,MSFH1,M,21720,24146,1.3575,1.509125,0.151625,ux
5666,65534,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MSJK0/SX336.WAV,MSJK0,M,44130,45800,2.758125,2.8625,0.104375,ux
5667,3775,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MPGL0/SA2.WAV,MPGL0,M,17720,18440,1.1075,1.1525,0.045,ux
5668,77856,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/MMWS0/SX78.WAV,MMWS0,M,23380,24600,1.46125,1.5375,0.07625,ux
5669,47404,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MFRM0/SA1.WAV,MFRM0,M,16440,17879,1.0275,1.1174375,0.0899375,ux
5670,30091,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MHRM0/SX328.WAV,MHRM0,M,31390,32710,1.961875,2.044375,0.0825,ux
5671,60286,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MSAS0/SX116.WAV,MSAS0,M,17211,20762,1.0756875,1.297625,0.2219375,ux
5672,47180,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MDMA0/SI1238.WAV,MDMA0,M,16919,17880,1.0574375,1.1175,0.0600625,ux
5673,46694,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MBWP0/SX169.WAV,MBWP0,M,9625,10694,0.6015625,0.668375,0.0668125,ux
5674,57665,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MHIT0/SX263.WAV,MHIT0,M,14320,15791,0.895,0.9869375,0.0919375,ux
5675,42724,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MREH1/SX429.WAV,MREH1,M,6830,8120,0.426875,0.5075,0.080625,ux
5676,43828,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MTPG0/SX123.WAV,MTPG0,M,7018,8120,0.438625,0.5075,0.068875,ux
5677,40433,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MILB0/SA1.WAV,MILB0,M,16240,17545,1.015,1.0965625,0.0815625,ux
5678,49021,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MJPM1/SA1.WAV,MJPM1,M,17640,20360,1.1025,1.2725,0.17,ux
5679,47257,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MDMA0/SX350.WAV,MDMA0,M,65840,67906,4.115,4.244125,0.129125,ux
5680,69189,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MBOM0/SX204.WAV,MBOM0,M,27316,30007,1.70725,1.8754375,0.1681875,ux
5681,34891,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MZMB0/SA1.WAV,MZMB0,M,19080,22040,1.1925,1.3775,0.185,ux
5682,42111,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MMSM0/SX386.WAV,MMSM0,M,14520,15320,0.9075,0.9575,0.05,ux
5683,5116,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MBWM0/SA1.WAV,MBWM0,M,19480,21430,1.2175,1.339375,0.121875,ux
5684,71299,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MGAW0/SX175.WAV,MGAW0,M,21096,22120,1.3185,1.3825,0.064,ux
5685,70504,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MDLR1/SI1299.WAV,MDLR1,M,10440,11800,0.6525,0.7375,0.085,ux
5686,16497,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/MRJR0/SX282.WAV,MRJR0,M,39400,41080,2.4625,2.5675,0.105,ux
5687,58636,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MMAB1/SI864.WAV,MMAB1,M,58334,60297,3.645875,3.7685625,0.1226875,ux
5688,50834,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MNET0/SI2076.WAV,MNET0,M,4261,5389,0.2663125,0.3368125,0.0705,ux
5689,1026,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/MSJS1/SI1899.WAV,MSJS1,M,3091,3720,0.1931875,0.2325,0.0393125,ux
5690,41296,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MKXL0/SI1815.WAV,MKXL0,M,30120,32083,1.8825,2.0051875,0.1226875,ux
5691,46399,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MARW0/SA1.WAV,MARW0,M,20804,23960,1.30025,1.4975,0.19725,ux
5692,40992,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MJLG1/SX22.WAV,MJLG1,M,20973,22401,1.3108125,1.4000625,0.08925,ux
5693,61037,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MTMT0/SI488.WAV,MTMT0,M,54440,56360,3.4025,3.5225,0.12,ux
5694,14807,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MRPP0/SI1814.WAV,MRPP0,M,13855,14663,0.8659375,0.9164375,0.0505,ux
5695,60717,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MTAT0/SA1.WAV,MTAT0,M,19240,21560,1.2025,1.3475,0.145,ux
5696,68485,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MAEO0/SA1.WAV,MAEO0,M,16160,18200,1.01,1.1375,0.1275,ux
5697,11035,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/MPCS0/SX9.WAV,MPCS0,M,10694,11906,0.668375,0.744125,0.07575,ux
5698,77026,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/MEJS0/SA2.WAV,MEJS0,M,11446,12073,0.715375,0.7545625,0.0391875,ux
5699,1179,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/MSTK0/SI2222.WAV,MSTK0,M,45180,46997,2.82375,2.9373125,0.1135625,ux
5700,31008,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJPM0/SA1.WAV,MJPM0,M,16125,18130,1.0078125,1.133125,0.1253125,ux
5701,58051,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MJFH0/SX27.WAV,MJFH0,M,10026,11655,0.626625,0.7284375,0.1018125,ux
5702,14478,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MKLT0/SX313.WAV,MKLT0,M,28866,29660,1.804125,1.85375,0.049625,ux
5703,49319,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MJSR0/SI2054.WAV,MJSR0,M,62610,63560,3.913125,3.9725,0.059375,ux
5704,75195,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MTWH1/SA2.WAV,MTWH1,M,13840,14360,0.865,0.8975,0.0325,ux
5705,75228,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MTWH1/SI882.WAV,MTWH1,M,12484,13202,0.78025,0.825125,0.044875,ux
5706,32683,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRAB0/SI1224.WAV,MRAB0,M,33480,36040,2.0925,2.2525,0.16,ux
5707,59594,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MREW1/SA1.WAV,MREW1,M,17860,21240,1.11625,1.3275,0.21125,ux
5708,42726,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MREH1/SX429.WAV,MREH1,M,16460,18760,1.02875,1.1725,0.14375,ux
5709,73089,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MNTW0/SX348.WAV,MNTW0,M,11928,13557,0.7455,0.8473125,0.1018125,ux
5710,42184,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MPRD0/SI801.WAV,MPRD0,M,78040,80189,4.8775,5.0118125,0.1343125,ux
5711,13267,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MAHH0/SX34.WAV,MAHH0,M,10736,13885,0.671,0.8678125,0.1968125,ux
5712,73453,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MREM0/SX421.WAV,MREM0,M,19258,20929,1.203625,1.3080625,0.1044375,ux
5713,25464,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MWAR0/SI1045.WAV,MWAR0,M,37495,38970,2.3434375,2.435625,0.0921875,ux
5714,6763,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MMAB0/SX102.WAV,MMAB0,M,26653,27321,1.6658125,1.7075625,0.04175,ux
5715,60899,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MTDP0/SI2151.WAV,MTDP0,M,37380,40546,2.33625,2.534125,0.197875,ux
5716,51843,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MSFH0/SI1216.WAV,MSFH0,M,39227,40440,2.4516875,2.5275,0.0758125,ux
5717,13660,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MCTT0/SA1.WAV,MCTT0,M,16700,18760,1.04375,1.1725,0.12875,ux
5718,14548,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MLIH0/SI1813.WAV,MLIH0,M,4600,5880,0.2875,0.3675,0.08,ux
5719,59682,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MREW1/SX330.WAV,MREW1,M,21060,24685,1.31625,1.5428125,0.2265625,ux
5720,29146,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MDLB0/SA1.WAV,MDLB0,M,24280,26520,1.5175,1.6575,0.14,ux
5721,38927,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MDEF0/SX303.WAV,MDEF0,M,4886,6280,0.305375,0.3925,0.087125,ux
5722,60501,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MSEM1/SI2070.WAV,MSEM1,M,35320,36076,2.2075,2.25475,0.04725,ux
5723,30765,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJMA0/SA1.WAV,MJMA0,M,17800,20280,1.1125,1.2675,0.155,ux
5724,68569,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MAEO0/SX336.WAV,MAEO0,M,21248,23018,1.328,1.438625,0.110625,ux
5725,68775,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MBAR0/SI1949.WAV,MBAR0,M,8934,10200,0.558375,0.6375,0.079125,ux
5726,75166,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MTPR0/SX430.WAV,MTPR0,M,33424,35034,2.089,2.189625,0.100625,ux
5727,71357,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MGSL0/SA1.WAV,MGSL0,M,18520,20135,1.1575,1.2584375,0.1009375,ux
5728,40670,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MJJB0/SA1.WAV,MJJB0,M,17000,19000,1.0625,1.1875,0.125,ux
5729,20797,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/MSLB0/SA1.WAV,MSLB0,M,17211,18757,1.0756875,1.1723125,0.096625,ux
5730,61387,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MWCH0/SI1622.WAV,MWCH0,M,6132,8146,0.38325,0.509125,0.125875,ux
5731,57961,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MJFH0/SA1.WAV,MJFH0,M,17000,19400,1.0625,1.2125,0.15,ux
5732,65379,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MSDS0/SX177.WAV,MSDS0,M,21073,22298,1.3170625,1.393625,0.0765625,ux
5733,10551,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/MKCL0/SA1.WAV,MKCL0,M,17200,19592,1.075,1.2245,0.1495,ux
5734,32776,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRCW0/SA1.WAV,MRCW0,M,17660,19539,1.10375,1.2211875,0.1174375,ux
5735,13394,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MBPM0/SX407.WAV,MBPM0,M,38182,38919,2.386375,2.4324375,0.0460625,ux
5736,41503,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MMAM0/SA1.WAV,MMAM0,M,14913,16719,0.9320625,1.0449375,0.112875,ux
5737,74019,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MSAH1/SX239.WAV,MSAH1,M,13586,14663,0.849125,0.9164375,0.0673125,ux
5738,16436,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/MRJR0/SI2313.WAV,MRJR0,M,8146,9984,0.509125,0.624,0.114875,ux
5739,52890,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MTRT0/SX147.WAV,MTRT0,M,14663,16360,0.9164375,1.0225,0.1060625,ux
5740,3287,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MJAR0/SA1.WAV,MJAR0,M,16460,18715,1.02875,1.1696875,0.1409375,ux
5741,44183,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MWDK0/SX176.WAV,MWDK0,M,35017,35509,2.1885625,2.2193125,0.03075,ux
5742,34546,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MTDB0/SI2031.WAV,MTDB0,M,7728,9160,0.483,0.5725,0.0895,ux
5743,59259,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MPMB0/SI2131.WAV,MPMB0,M,20060,21560,1.25375,1.3475,0.09375,ux
5744,30128,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJAE0/SA1.WAV,MJAE0,M,17110,19880,1.069375,1.2425,0.173125,ux
5745,64373,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MJRK0/SI880.WAV,MJRK0,M,8272,10530,0.517,0.658125,0.141125,ux
5746,40986,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MJLG1/SX202.WAV,MJLG1,M,18890,19936,1.180625,1.246,0.065375,ux
5747,39149,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MDJM0/SX105.WAV,MDJM0,M,2715,3383,0.1696875,0.2114375,0.04175,ux
5748,33268,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRJH0/SA1.WAV,MRJH0,M,18900,21240,1.18125,1.3275,0.14625,ux
5749,13892,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MDRB0/SA1.WAV,MDRB0,M,17002,18381,1.062625,1.1488125,0.0861875,ux
5750,37776,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MAKR0/SI1982.WAV,MAKR0,M,2900,3885,0.18125,0.2428125,0.0615625,ux
5751,34061,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRMS0/SI1113.WAV,MRMS0,M,58324,59369,3.64525,3.7105625,0.0653125,ux
5752,814,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/MREB0/SI745.WAV,MREB0,M,21681,22809,1.3550625,1.4255625,0.0705,ux
5753,3927,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MRCZ0/SI2171.WAV,MRCZ0,M,23034,23902,1.439625,1.493875,0.05425,ux
5754,47231,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MDMA0/SX260.WAV,MDMA0,M,10240,11653,0.64,0.7283125,0.0883125,ux
5755,51882,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MSFH0/SX136.WAV,MSFH0,M,47601,49560,2.9750625,3.0975,0.1224375,ux
5756,25362,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MWAD0/SI1749.WAV,MWAD0,M,14620,16040,0.91375,1.0025,0.08875,ux
5757,15783,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/MDSC0/SA1.WAV,MDSC0,M,22057,24520,1.3785625,1.5325,0.1539375,ux
5758,51816,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MSFH0/SA1.WAV,MSFH0,M,29820,34280,1.86375,2.1425,0.27875,ux
5759,10806,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/MLLL0/SA1.WAV,MLLL0,M,17400,19400,1.0875,1.2125,0.125,ux
5760,29907,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MEFG0/SI465.WAV,MEFG0,M,34364,36386,2.14775,2.274125,0.126375,ux
5761,49750,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MKAM0/SX416.WAV,MKAM0,M,6349,8120,0.3968125,0.5075,0.1106875,ux
5762,57214,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MFER0/SA1.WAV,MFER0,M,17785,19651,1.1115625,1.2281875,0.116625,ux
5763,18278,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/MKDR0/SA1.WAV,MKDR0,M,18588,20760,1.16175,1.2975,0.13575,ux
5764,34380,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MTBC0/SA1.WAV,MTBC0,M,20637,22520,1.2898125,1.4075,0.1176875,ux
5765,65813,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MSVS0/SX398.WAV,MSVS0,M,33838,34920,2.114875,2.1825,0.067625,ux
5766,44234,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MWGR0/SA1.WAV,MWGR0,M,15289,16760,0.9555625,1.0475,0.0919375,ux
5767,64686,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MKLN0/SX68.WAV,MKLN0,M,22964,23490,1.43525,1.468125,0.032875,ux
5768,30031,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MHRM0/SI1475.WAV,MHRM0,M,21313,23737,1.3320625,1.4835625,0.1515,ux
5769,23802,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MMGG0/SX269.WAV,MMGG0,M,2770,3988,0.173125,0.24925,0.076125,ux
5770,64748,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MMDB0/SI987.WAV,MMDB0,M,27810,29980,1.738125,1.87375,0.135625,ux
